PACKET INFORMATION OF SPOT_8
Report Taken on : 28/Apr/18 10:22:10
From: 28/Apr/18  00:00:00
To: 28/Apr/18  23:59:59 
SlNo     PKT.TYPE         PACKET                                                                                                            YEAR     LTIME         DATE&TIME                   SEQNO     
80       DUMMY60          43 74 00 08 31 B8 A6 B2 09 7F 00 60 00 04 0F 8B 00 00 00 00 00 00 B5 BF                                           2018     649202047     04/28/2018 09:43:01:984     12728     
81       DUMMY60          B5 BF 00 08 31 B9 A6 B2 09 7F 00 60 00 05 0F 8B 00 00 00 00 00 00 06 7C                                           2018     649202047     04/28/2018 09:43:01:984     12729     
82       DUMMY60          06 7C 00 08 31 BA A6 B2 09 7F 00 60 00 06 0F 8B 00 00 00 00 00 00 82 A9                                           2018     649202047     04/28/2018 09:43:01:984     12730     
83       DUMMY60          82 A9 00 08 31 BB A6 B2 09 7F 00 60 00 07 0F 8B 00 00 00 00 00 00 75 A6                                           2018     649202047     04/28/2018 09:43:01:984     12731     
84       DUMMY60          75 A6 00 08 31 BC A6 B2 09 7F 00 60 00 09 0F 8B 00 00 00 00 00 00 1B 84                                           2018     649202047     04/28/2018 09:43:01:984     12732     
85       DUMMY60          1B 84 00 08 31 BD A6 B2 09 7F 00 60 00 0A 0F 8B 00 00 00 00 00 00 0D F1                                           2018     649202047     04/28/2018 09:43:01:984     12733     
86       DUMMY60          0D F1 00 08 31 BE A6 B2 09 7F 00 60 00 0B 0F 8B 00 00 00 00 00 00 3C 0E                                           2018     649202047     04/28/2018 09:43:01:984     12734     
87       DUMMY60          3C 0E 00 08 31 BF A6 B2 09 7F 00 60 00 0C 0F 8B 00 00 00 00 00 00 4F 6E                                           2018     649202047     04/28/2018 09:43:01:984     12735     
88       DUMMY60          4F 6E 00 08 31 C0 A6 B2 09 7F 00 60 00 0D 0F 8B 00 00 00 00 00 00 A9 E0                                           2018     649202047     04/28/2018 09:43:01:984     12736     
89       DUMMY60          A9 E0 00 08 31 C1 A6 B2 09 7F 00 60 00 0E 0F 8B 00 00 00 00 00 00 C8 39                                           2018     649202047     04/28/2018 09:43:01:984     12737     
90       DUMMY60          C8 39 00 08 31 C2 A6 B2 09 7F 00 60 00 0F 0F 8B 00 00 00 00 00 00 79 C4                                           2018     649202047     04/28/2018 09:43:01:984     12738     
91       DUMMY60          79 C4 00 08 31 C3 A6 B2 09 7F 00 60 00 10 0F 8B 00 00 00 00 00 00 71 FD                                           2018     649202047     04/28/2018 09:43:01:984     12739     
92       DUMMY60          71 FD 00 08 31 C4 A6 B2 09 7F 00 60 00 11 0F 8B 00 00 00 00 00 00 2F 25                                           2018     649202047     04/28/2018 09:43:01:984     12740     
93       DUMMY60          2F 25 00 08 31 C5 A6 B2 09 7F 00 60 00 12 0F 8B 00 00 00 00 00 00 34 EC                                           2018     649202047     04/28/2018 09:43:01:984     12741     
94       DUMMY60          34 EC 00 08 31 C6 A6 B2 09 7F 00 60 00 13 0F 8B 00 00 00 00 00 00 8C 7E                                           2018     649202047     04/28/2018 09:43:01:984     12742     
95       DUMMY60          8C 7E 00 08 31 C7 A6 B2 09 7F 00 60 00 14 0F 8B 00 00 00 00 00 00 1D 06                                           2018     649202047     04/28/2018 09:43:01:984     12743     
96       DUMMY60          1D 06 00 08 31 C8 A6 B2 09 7F 00 60 00 15 0F 8B 00 00 00 00 00 00 3E E6                                           2018     649202047     04/28/2018 09:43:01:984     12744     
97       DUMMY60          3E E6 00 08 31 C9 A6 B2 09 7F 00 60 00 16 0F 8B 00 00 00 00 00 00 FF A4                                           2018     649202047     04/28/2018 09:43:01:984     12745     
98       DUMMY60          PACKET NOT AVAILABLE IN MDATA TABLE
FF A4 00 08 31 CA A6 B2 09 7F 00 60 00 17 0F 8B 00 00 00 00 00 00 87 0D      2018     649202047     04/28/2018 09:43:01:984     12746     
99       DUMMY60          87 0D 00 08 31 CB A6 B2 09 7F 00 60 00 18 0F 8B 00 00 00 00 00 00 72 7E                                           2018     649202047     04/28/2018 09:43:01:984     12747     
100      DUMMY60          72 7E 00 08 31 CC A6 B2 09 7F 00 60 00 19 0F 8B 00 00 00 00 00 00 6F 75                                           2018     649202047     04/28/2018 09:43:01:984     12748     
101      DUMMY60          6F 75 00 08 31 CD A6 B2 0E BF 00 60 00 08 0F 8A 00 00 00 00 00 00 68 6C                                           2018     649203391     04/28/2018 09:43:22:984     12749     
102      DUMMY60          68 6C 00 08 31 CE A6 B2 1C 7F 00 60 00 01 0F 88 00 00 00 00 00 00 A1 54                                           2018     649206911     04/28/2018 09:44:17:984     12750     
103      DUMMY60          A1 54 00 08 31 CF A6 B2 27 7F 00 60 00 02 0F 88 00 00 00 00 00 00 B1 B6                                           2018     649209727     04/28/2018 09:45:01:984     12751     
104      DUMMY60          B1 B6 00 08 31 D0 A6 B2 27 7F 00 60 00 03 0F 88 00 00 00 00 00 00 97 80                                           2018     649209727     04/28/2018 09:45:01:984     12752     
105      DUMMY60          97 80 00 08 31 D1 A6 B2 27 7F 00 60 00 04 0F 88 00 00 00 00 00 00 7F 95                                           2018     649209727     04/28/2018 09:45:01:984     12753     
106      DUMMY60          7F 95 00 08 31 D2 A6 B2 27 7F 00 60 00 05 0F 88 00 00 00 00 00 00 C2 D1                                           2018     649209727     04/28/2018 09:45:01:984     12754     
107      DUMMY60          C2 D1 00 08 31 D3 A6 B2 27 7F 00 60 00 06 0F 88 00 00 00 00 00 00 7A FE                                           2018     649209727     04/28/2018 09:45:01:984     12755     
108      DUMMY60          7A FE 00 08 31 D4 A6 B2 27 7F 00 60 00 07 0F 88 00 00 00 00 00 00 1B E3                                           2018     649209727     04/28/2018 09:45:01:984     12756     
109      DUMMY60          1B E3 00 08 31 D5 A6 B2 27 7F 00 60 00 09 0F 88 00 00 00 00 00 00 59 AF                                           2018     649209727     04/28/2018 09:45:01:984     12757     
110      DUMMY60          59 AF 00 08 31 D6 A6 B2 27 7F 00 60 00 0A 0F 88 00 00 00 00 00 00 F8 9C                                           2018     649209727     04/28/2018 09:45:01:984     12758     
111      DUMMY60          F8 9C 00 08 31 D7 A6 B2 27 7F 00 60 00 0B 0F 88 00 00 00 00 00 00 53 F0                                           2018     649209727     04/28/2018 09:45:01:984     12759     
112      DUMMY60          53 F0 00 08 31 D8 A6 B2 27 7F 00 60 00 0C 0F 88 00 00 00 00 00 00 91 16                                           2018     649209727     04/28/2018 09:45:01:984     12760     
113      DUMMY60          91 16 00 08 31 D9 A6 B2 27 7F 00 60 00 0D 0F 88 00 00 00 00 00 00 22 FF                                           2018     649209727     04/28/2018 09:45:01:984     12761     
114      DUMMY60          22 FF 00 08 31 DA A6 B2 27 7F 00 60 00 0E 0F 88 00 00 00 00 00 00 DF 2A                                           2018     649209727     04/28/2018 09:45:01:984     12762     
115      DUMMY60          DF 2A 00 08 31 DB A6 B2 27 7F 00 60 00 0F 0F 88 00 00 00 00 00 00 19 EF                                           2018     649209727     04/28/2018 09:45:01:984     12763     
116      DUMMY60          19 EF 00 08 31 DC A6 B2 27 7F 00 60 00 10 0F 88 00 00 00 00 00 00 2C 02                                           2018     649209727     04/28/2018 09:45:01:984     12764     
117      DUMMY60          2C 02 00 08 31 DD A6 B2 27 7F 00 60 00 11 0F 88 00 00 00 00 00 00 97 AB                                           2018     649209727     04/28/2018 09:45:01:984     12765     
